case,case_id,found_by_crawl,scraped_rows,docs_with_link,docs_on_gcs,confirmations_with_link,confirmations_on_gcs,not_on_gcs_examples
case_25605,Not Assigned,3,3,3,3,0,0,
case_25606,Not Assigned,3,3,3,3,0,0,
case_25607,Not Assigned,3,3,3,3,0,0,
case_25608,Not Assigned,3,3,3,3,0,0,
case_25609,Not Assigned,4,4,4,4,0,0,
case_25610,Not Assigned,4,4,4,4,0,0,
case_25611,Not Assigned,3,3,3,3,0,0,
case_25612,Not Assigned,3,3,3,3,0,0,
case_25613,Not Assigned,3,3,3,3,0,0,
case_25614,Not Assigned,3,3,3,3,0,0,
case_25615,Not Assigned,3,3,3,3,0,0,
case_25616,Not Assigned,3,3,3,3,0,0,
case_25617,Not Assigned,3,3,3,3,0,0,
case_25618,Not Assigned,4,4,4,4,0,0,
case_25619,Not Assigned,3,3,3,3,0,0,
case_25620,Not Assigned,3,3,3,3,0,0,
case_25621,Not Assigned,3,3,3,3,0,0,
case_25622,Not Assigned,4,4,4,4,0,0,
case_25623,Not Assigned,3,3,3,3,0,0,
case_25624,Not Assigned,3,3,3,3,0,0,
case_25625,Not Assigned,3,3,3,3,0,0,
case_25626,Not Assigned,3,3,3,3,0,0,
case_25627,Not Assigned,3,3,3,3,0,0,
case_25628,Not Assigned,7,7,7,7,0,0,
case_25629,Not Assigned,3,3,3,3,0,0,
case_25630,Not Assigned,3,3,3,3,0,0,
case_25631,Not Assigned,3,3,3,3,0,0,
case_25632,Not Assigned,3,3,3,3,0,0,
case_25633,Not Assigned,5,5,5,5,0,0,
case_25634,Not Assigned,3,3,3,3,0,0,
case_25635,Not Assigned,3,3,3,3,0,0,
case_25636,Not Assigned,3,3,3,3,0,0,
case_25637,Not Assigned,3,3,3,3,0,0,
case_25638,Not Assigned,3,3,3,3,0,0,
case_25639,Not Assigned,4,4,4,4,0,0,
case_25641,Not Assigned,3,3,3,3,0,0,
case_25642,Not Assigned,3,3,3,3,0,0,
case_25643,Not Assigned,3,3,3,3,0,0,
case_25644,Not Assigned,3,3,3,3,0,0,
case_25645,Not Assigned,4,4,4,4,0,0,
case_25646,Not Assigned,3,3,3,3,0,0,
case_25647,Not Assigned,3,3,3,3,0,0,
case_25648,Not Assigned,3,3,3,3,0,0,
case_25649,Not Assigned,4,4,4,4,0,0,
case_25650,Not Assigned,3,3,3,3,0,0,
case_25651,Not Assigned,3,3,3,3,0,0,
case_25652,Not Assigned,3,3,3,3,0,0,
case_25653,Not Assigned,3,3,3,3,0,0,
case_25654,Not Assigned,3,3,3,3,0,0,
case_25655,Not Assigned,3,3,3,3,0,0,
case_25656,Not Assigned,3,3,3,3,0,0,
case_25657,Not Assigned,3,3,3,3,0,0,
case_25658,Not Assigned,3,3,3,3,0,0,
case_25659,Not Assigned,3,3,3,3,0,0,
case_25660,Not Assigned,3,3,3,3,0,0,
case_25661,Not Assigned,3,3,3,3,0,0,
case_25662,Not Assigned,3,3,3,3,0,0,
case_25663,Not Assigned,3,3,3,3,0,0,
case_25664,Not Assigned,3,3,3,3,0,0,
case_25665,Not Assigned,3,3,3,3,0,0,
case_25666,Not Assigned,3,3,3,3,0,0,
case_25667,Not Assigned,4,4,4,4,0,0,
case_25668,Not Assigned,3,3,3,3,0,0,
case_25669,Not Assigned,4,4,4,4,0,0,
case_25671,Not Assigned,1,1,1,1,0,0,
case_25672,Not Assigned,1,1,1,1,0,0,
case_25673,Not Assigned,1,1,1,1,0,0,
case_25674,Not Assigned,1,1,1,1,0,0,
case_25675,Not Assigned,1,1,1,1,0,0,
case_25677,Not Assigned,3,3,3,3,0,0,
case_25678,Not Assigned,3,3,3,3,0,0,
case_25679,Not Assigned,3,3,3,3,0,0,
case_25680,Not Assigned,3,3,3,3,0,0,
case_25681,Not Assigned,3,3,3,3,0,0,
case_25682,Not Assigned,3,3,3,3,0,0,
case_25683,Not Assigned,3,3,3,3,0,0,
case_25684,Not Assigned,3,3,3,3,0,0,
case_25685,Not Assigned,3,3,3,3,0,0,
case_25686,Not Assigned,3,3,3,3,0,0,
case_25687,Not Assigned,3,3,3,3,0,0,
case_25688,Not Assigned,4,4,4,4,0,0,
case_25689,Not Assigned,3,3,3,3,0,0,
case_25690,Not Assigned,3,3,3,3,0,0,
case_25691,Not Assigned,3,3,3,3,0,0,
case_25692,Not Assigned,3,3,3,3,0,0,
case_25693,Not Assigned,3,3,3,3,0,0,
case_25694,Not Assigned,4,4,4,4,0,0,
case_25695,Not Assigned,3,3,3,3,0,0,
case_25696,Not Assigned,3,3,3,3,0,0,
case_25697,Not Assigned,3,3,3,3,0,0,
case_25698,Not Assigned,3,3,3,3,0,0,
case_25699,Not Assigned,3,3,3,3,0,0,
case_25700,Not Assigned,3,3,3,3,0,0,
case_25701,Not Assigned,3,3,3,3,0,0,
case_25702,Not Assigned,3,3,3,3,0,0,
case_25703,Not Assigned,4,4,4,4,0,0,
case_25704,Not Assigned,4,4,4,4,0,0,
case_25706,Not Assigned,3,3,3,3,0,0,
case_25707,Not Assigned,3,3,3,3,0,0,
case_25708,Not Assigned,3,3,3,3,0,0,
case_25709,Not Assigned,3,3,3,3,0,0,
case_25710,Not Assigned,5,5,5,5,0,0,
case_25711,Not Assigned,6,6,6,6,0,0,
case_25712,Not Assigned,4,4,4,4,0,0,
case_25713,Not Assigned,4,4,4,4,0,0,
case_25714,Not Assigned,3,3,3,3,0,0,
case_25715,Not Assigned,4,4,4,4,0,0,
case_25716,Not Assigned,3,3,3,3,0,0,
case_25717,Not Assigned,3,3,3,3,0,0,
case_25718,Not Assigned,6,6,6,6,0,0,
case_25719,Not Assigned,3,3,3,3,0,0,
case_25720,Not Assigned,3,3,3,3,0,0,
case_25722,Not Assigned,3,3,3,3,0,0,
case_25723,Not Assigned,3,3,3,3,0,0,
case_25725,Not Assigned,5,5,5,5,0,0,
case_25726,Not Assigned,4,4,4,4,0,0,
case_25727,Not Assigned,3,3,3,3,1,1,
case_25728,Not Assigned,3,3,3,3,1,1,
case_25729,Not Assigned,4,4,4,4,3,3,
case_25730,Not Assigned,3,3,3,3,1,1,
case_25731,Not Assigned,3,3,3,3,1,1,
case_25732,Not Assigned,3,3,3,3,2,2,
case_25734,Not Assigned,3,3,3,3,2,2,
case_25736,Not Assigned,3,3,3,3,2,2,
case_25738,Not Assigned,3,3,3,3,2,2,
case_25740,Not Assigned,4,4,4,4,3,3,
case_25741,Not Assigned,3,3,3,3,2,2,
case_25742,Not Assigned,4,4,4,4,3,3,
case_25743,Not Assigned,4,4,4,4,0,0,
case_25744,Not Assigned,3,3,3,3,0,0,
case_25745,Not Assigned,3,3,3,3,0,0,
case_25746,Not Assigned,3,3,3,3,0,0,
case_25747,Not Assigned,3,3,3,3,0,0,
case_25748,Not Assigned,3,3,3,3,0,0,
case_25749,Not Assigned,3,3,3,3,0,0,
case_25750,Not Assigned,1,1,1,1,0,0,
case_25751,Not Assigned,3,3,3,3,0,0,
case_25752,Not Assigned,3,3,3,3,0,0,
case_25753,Not Assigned,1,1,1,1,0,0,
case_25754,Not Assigned,3,3,3,3,0,0,
case_25755,Not Assigned,1,1,1,1,0,0,
case_25756,Not Assigned,4,4,4,4,0,0,
case_25757,Not Assigned,4,4,4,4,0,0,
case_25761,Not Assigned,3,3,3,3,0,0,
case_26859,612694/2019,220,220,220,220,216,216,
case_26870,E2019001094,929,929,929,929,928,928,
case_26872,E2020004078,280,280,280,280,278,278,
case_26875,EF20201021,654,654,652,652,651,651,
case_26876,EF20201025,885,885,885,885,875,875,
case_26892,LT-308008-25/NY,13,13,13,13,0,0,
case_26912,2024-1017,273,273,270,270,269,269,
case_26943,LT-301605-23/RI,5,5,5,5,0,0,
case_27191,012827/2012,32,32,30,30,30,30,
case_27196,024966/2014,79,79,78,78,78,78,
case_27223,030680/2013,124,124,124,124,122,122,
case_27231,030838/2012,4,4,2,2,2,2,
case_27437,034920/2025,11,11,9,9,9,9,
case_27438,034923/2019,156,156,155,155,155,155,
case_27439,034978/2023,107,107,106,106,106,106,
case_27440,034998/2012,17,17,16,16,15,15,
case_27522,065368/2014,64,64,63,63,63,63,
case_27807,102222/2016,3,3,2,2,2,2,
case_28177,034355/2024,70,70,70,70,58,58,
case_28223,061806/2014,450,450,449,449,448,448,
case_28226,062448/2013,31,31,31,31,30,30,
case_28247,069855/2014,363,363,363,363,284,284,
case_28345,102395/2015,2,2,1,1,1,1,
case_28508,151532/2019,519,519,518,518,517,517,
case_28514,151547/2014,134,134,132,132,131,131,
case_28519,151650/2014,138,138,138,138,136,136,
case_28522,151657/2020,325,325,324,324,324,324,
case_28567,152437/2024,56,56,56,56,55,55,
case_28570,152456/2018,113,113,112,112,111,111,
case_28573,152497/2022,80,80,80,80,79,79,
case_28577,152551/2015,314,314,313,313,308,308,
case_28582,152635/2012,76,76,76,76,75,75,
case_28583,152660/2015,37,37,37,37,36,36,
case_28589,152771/2014,39,39,39,39,38,38,
case_28590,152830/2015,181,181,181,181,180,180,
case_28591,152864/2016,24,24,24,24,23,23,
case_28592,152866/2021,269,269,269,269,268,268,
case_28633,153662/2019,62,62,62,62,61,61,
case_28787,LT-302753-22/QU,3,3,3,3,0,0,
case_28810,Not Assigned,2,2,1,1,1,1,
case_29030,LT-300973-20/NY,4,4,4,4,0,0,
case_29031,LT-306452-20/NY,5,5,5,5,0,0,
case_29212,LT-301768-23/NY,5,5,5,5,0,0,
case_29213,LT-301912-23/NY,22,22,22,22,0,0,
case_29214,LT-316697-24/NY,2,2,2,2,0,0,
case_29215,LT-327488-24/KI,7,7,7,7,0,0,
case_29363,CV-001912-17/KI,1,1,1,1,0,0,
case_29445,LT-000482-25/KI,3,3,3,3,0,0,
case_29446,LT-010011-22/KI,17,17,17,17,0,0,
case_29447,LT-300989-24/KI,20,20,20,20,0,0,
case_29448,LT-300990-24/KI,24,24,24,24,0,0,
case_29449,LT-300991-24/KI,19,19,19,19,0,0,
case_29450,LT-311108-23/KI,12,12,12,12,0,0,
case_29451,LT-329666-23/KI,9,9,9,9,0,0,
case_29452,LT-329680-23/KI,10,10,10,10,0,0,
case_29453,LT-330784-23/KI,26,26,26,26,0,0,
case_29454,LT-330910-23/KI,14,14,14,14,0,0,
case_29455,LT-330911-23/KI,13,13,13,13,2,2,
case_29456,LT-330912-23/KI,13,13,13,13,6,6,
case_29457,LT-330913-23/KI,10,10,10,10,5,5,
case_29458,LT-330974-23/KI,18,18,18,18,0,0,
case_29459,LT-331058-23/KI,12,12,12,12,0,0,
case_29460,LT-332992-23/KI,4,4,4,4,0,0,
case_29461,LT-332993-23/KI,4,4,4,4,0,0,
case_29462,LT-332996-23/KI,4,4,4,4,0,0,
case_29463,LT-333000-23/KI,5,5,5,5,0,0,
case_29506,CV-009144-20/KI,1,1,1,1,0,0,
case_29515,612226/2020,6,8,8,8,8,8,
case_29535,LT-323303-23/KI,19,19,19,19,0,0,
case_29690,LT-300455-23/QU,5,5,5,5,0,0,
case_29698,LT-313998-22/NY,6,6,6,6,0,0,
case_29839,EF2020-1957,363,363,363,363,180,180,
case_29873,Not Assigned,1,1,1,1,0,0,
case_29874,Not Assigned,1,1,1,1,0,0,
case_29875,Not Assigned,1,1,1,1,0,0,
case_29876,Not Assigned,1,1,1,1,0,0,
case_29877,Not Assigned,1,1,1,1,0,0,
case_29878,Not Assigned,1,1,1,1,0,0,
case_29879,Not Assigned,1,1,1,1,0,0,
case_29880,Not Assigned,1,1,1,1,0,0,
case_29881,Not Assigned,1,1,1,1,0,0,
case_29882,Not Assigned,1,1,1,1,0,0,
case_29883,Not Assigned,1,1,1,1,0,0,
case_29884,Not Assigned,1,1,1,1,0,0,
case_29885,Not Assigned,1,1,1,1,0,0,
case_29886,Not Assigned,1,1,1,1,0,0,
case_29887,Not Assigned,1,1,1,1,0,0,
case_29888,Not Assigned,1,1,1,1,0,0,
case_29889,Not Assigned,1,1,1,1,0,0,
case_29890,Not Assigned,1,1,1,1,0,0,
case_29891,Not Assigned,1,1,1,1,0,0,
case_29892,Not Assigned,1,1,1,1,0,0,
case_29893,Not Assigned,1,1,1,1,0,0,
case_29894,Not Assigned,1,1,1,1,0,0,
case_29909,CV-701123-26/RI,4,4,4,4,0,0,
case_29910,CV-701124-26/RI,5,5,5,5,0,0,
case_29911,CV-701125-26/RI,3,3,3,3,1,1,
case_29920,CV-701158-26/RI,3,3,3,3,2,2,
case_29921,CV-701159-26/RI,6,6,6,6,2,2,
case_29922,CV-701160-26/RI,7,7,7,7,2,2,
case_29923,CV-701161-26/RI,3,3,2,2,1,1,
case_29929,CV-701167-26/RI,4,4,4,4,2,2,
case_29930,CV-701168-26/RI,5,5,5,5,4,4,
case_29933,CV-701171-26/RI,3,3,3,3,2,2,
case_29934,CV-701172-26/RI,4,4,4,4,2,2,
case_29935,CV-701173-26/RI,4,4,4,4,1,1,
case_29936,CV-701174-26/RI,4,4,4,4,1,1,
case_29937,CV-701175-26/RI,3,3,3,3,2,2,
case_29938,CV-701176-26/RI,15,15,15,15,3,3,
case_29939,CV-701177-26/RI,4,4,4,4,0,0,
case_29940,CV-701178-26/RI,5,5,5,5,0,0,
case_29941,CV-701179-26/RI,5,5,5,5,0,0,
case_29942,CV-701180-26/RI,5,5,5,5,0,0,
case_29943,CV-701181-26/RI,3,3,3,3,0,0,
case_29944,CV-701182-26/RI,4,4,4,4,0,0,
case_29945,CV-701183-26/RI,5,5,5,5,0,0,
case_29946,CV-701184-26/RI,4,4,4,4,0,0,
case_29947,CV-701185-26/RI,4,4,4,4,0,0,
case_29948,CV-701186-26/RI,17,17,17,17,1,1,
case_29950,CV-701188-26/RI,3,3,3,3,2,2,
case_29953,CV-701191-26/RI,4,4,4,4,3,3,
case_29962,CV-701200-26/RI,3,3,3,3,0,0,
case_29963,CV-701860-26/KI,2,2,2,2,1,1,
case_29964,CV-704668-25/RI,2,2,2,2,0,0,
case_29965,CV-707951-24/RI,4,4,4,4,0,0,
case_29966,CV-708308-24/KI,1,1,1,1,0,0,
case_29967,CV-708315-24/KI,13,13,13,13,1,1,
case_29968,CV-708316-24/KI,1,1,1,1,0,0,
case_29969,CV-708420-24/RI,10,10,10,10,0,0,
case_29970,CV-708714-24/RI,5,5,5,5,0,0,
case_29971,CV-711723-26/KI,3,3,3,3,0,0,
case_29972,CV-711724-26/KI,5,5,5,5,0,0,
case_29973,CV-711812-26/KI,3,3,3,3,0,0,
case_29974,CV-711813-26/KI,5,5,5,5,0,0,
case_29975,CV-711814-26/KI,3,3,3,3,0,0,
case_29976,CV-711815-26/KI,1,1,1,1,0,0,
case_29977,CV-711816-26/KI,5,5,5,5,3,3,
case_29978,CV-711817-26/KI,5,5,5,5,2,2,
case_29979,CV-711818-26/KI,3,3,3,3,2,2,
case_29980,CV-711819-26/KI,2,2,2,2,1,1,
case_29981,CV-711820-26/KI,11,11,11,11,10,10,
case_29986,CV-715135-25/RI,5,5,5,5,1,1,
case_29987,CV-715136-25/RI,5,5,5,5,0,0,
case_29988,CV-715368-25/RI,3,3,3,3,0,0,
case_29989,CV-715419-25/RI,8,8,8,8,0,0,
case_29990,CV-719910-25/RI,11,11,11,11,7,7,
case_29991,CV-721247-25/KI,2,2,2,2,1,1,
case_30014,CV-743493-26/RI,3,3,3,3,0,0,
case_30015,CV-743494-26/RI,3,3,3,3,1,1,
case_30016,CV-743495-26/RI,3,3,3,3,0,0,
case_30017,CV-748469-26/RI,2,2,2,2,1,1,
case_30018,CV-748471-26/RI,3,3,3,3,0,0,
case_30019,CV-748473-26/RI,5,5,5,5,0,0,
case_30020,CV-748475-26/RI,5,5,5,5,0,0,
case_30021,CV-748477-26/RI,6,6,6,6,0,0,
case_30022,CV-748479-26/RI,5,5,5,5,0,0,
case_30023,CV-748481-26/RI,5,5,5,5,0,0,
case_30024,CV-748483-26/RI,4,4,4,4,0,0,
case_30025,CV-748664-26/RI,4,4,4,4,0,0,
case_30026,CV-749957-24/KI,2,2,2,2,0,0,
case_30027,CV-751301-24/RI,3,3,3,3,0,0,
case_30028,CV-751302-24/RI,2,2,2,2,0,0,
case_30029,CV-751303-24/RI,2,2,2,2,0,0,
case_30030,CV-751304-24/RI,2,2,2,2,0,0,
case_30031,CV-753585-25/KI,5,5,5,5,0,0,
case_30032,CV-754419-26/RI,4,4,4,4,0,0,
case_30033,CV-756848-23/RI,2,2,2,2,0,0,
case_30034,CV-756849-23/RI,2,2,2,2,0,0,
case_30035,CV-756850-23/RI,2,2,2,2,0,0,
case_30036,CV-758031-23/RI,8,8,8,8,0,0,
case_30037,CV-758770-24/KI,3,3,3,3,0,0,
case_30038,CV-758771-24/KI,7,7,7,7,0,0,
case_30039,CV-758772-24/KI,3,3,3,3,0,0,
case_30040,CV-758868-26/RI,3,3,3,3,0,0,
case_30041,CV-758869-26/RI,5,5,5,5,0,0,
case_30042,CV-758870-26/RI,4,4,4,4,0,0,
case_30043,CV-758871-26/RI,5,5,5,5,0,0,
case_30044,CV-758872-26/RI,4,4,4,4,0,0,
case_30045,CV-758873-26/RI,2,2,2,2,0,0,
case_30046,CV-758926-26/RI,2,2,2,2,0,0,
case_30047,CV-758927-26/RI,4,4,4,4,0,0,
case_30048,CV-758928-26/RI,2,2,2,2,0,0,
case_30049,CV-758929-26/RI,4,4,4,4,0,0,
case_30050,CV-758931-26/RI,2,2,2,2,0,0,
case_30051,CV-758932-26/RI,5,5,5,5,0,0,
case_30052,CV-758933-26/RI,2,2,2,2,0,0,
case_30053,CV-758934-26/RI,3,3,3,3,0,0,
case_30054,CV-758936-26/RI,2,2,2,2,0,0,
case_30055,CV-758937-26/RI,2,2,2,2,0,0,
case_30056,CV-758938-26/RI,4,4,4,4,0,0,
case_30057,CV-758939-26/RI,4,4,4,4,0,0,
case_30058,CV-758941-26/RI,2,2,2,2,0,0,
case_30059,CV-758942-26/RI,4,4,4,4,0,0,
case_30060,CV-758943-25/RI,5,5,5,5,0,0,
case_30061,CV-758944-26/RI,5,5,5,5,0,0,
case_30062,CV-758945-26/RI,5,5,5,5,0,0,
case_30063,CV-758946-26/RI,4,4,4,4,0,0,
case_30064,CV-758947-26/RI,2,2,2,2,0,0,
case_30065,CV-758948-26/RI,1,1,1,1,0,0,
case_30066,CV-758949-26/RI,4,4,4,4,0,0,
case_30067,CV-758950-26/RI,2,2,2,2,0,0,
case_30068,CV-758951-26/RI,3,3,3,3,0,0,
case_30069,CV-758952-26/RI,2,2,2,2,0,0,
case_30070,CV-758953-26/RI,3,3,3,3,0,0,
case_30071,CV-758954-26/RI,2,2,2,2,0,0,
case_30072,CV-758955-26/RI,3,3,3,3,0,0,
case_30073,CV-758956-26/RI,2,2,2,2,0,0,
case_30074,CV-758957-26/RI,2,2,2,2,0,0,
case_30075,CV-758958-26/RI,4,4,4,4,0,0,
case_30076,CV-758959-26/RI,2,2,2,2,0,0,
case_30077,CV-758962-26/RI,4,4,4,4,0,0,
case_30078,CV-758963-26/RI,3,3,3,3,0,0,
case_30079,CV-758964-26/RI,5,5,5,5,0,0,
case_30080,CV-758965-26/RI,2,2,2,2,0,0,
case_30081,CV-758966-26/RI,2,2,2,2,0,0,
case_30082,CV-758967-26/RI,4,4,4,4,0,0,
case_30083,CV-758969-26/RI,2,2,2,2,0,0,
case_30084,CV-758970-26/RI,3,3,3,3,0,0,
case_30085,CV-758974-26/RI,3,3,3,3,0,0,
case_30086,CV-759008-26/RI,2,2,2,2,0,0,
case_30087,CV-759009-26/RI,2,2,2,2,0,0,
case_30088,CV-759010-26/RI,3,3,3,3,0,0,
case_30089,CV-759011-26/RI,3,3,3,3,0,0,
case_30090,CV-759012-26/RI,3,3,3,3,0,0,
case_30091,CV-759021-26/RI,2,2,2,2,0,0,
case_30092,CV-759022-26/RI,3,3,3,3,0,0,
case_30093,CV-759023-26/RI,5,5,5,5,0,0,
case_30094,CV-759024-26/RI,3,3,3,3,0,0,
case_30095,CV-759025-26/RI,3,3,3,3,0,0,
case_30096,CV-759026-26/RI,2,2,2,2,0,0,
case_30097,CV-759027-26/RI,4,4,4,4,0,0,
case_30098,CV-759028-26/RI,3,3,3,3,0,0,
case_30099,CV-759029-26/RI,3,3,3,3,0,0,
case_30100,CV-759030-26/RI,4,4,4,4,0,0,
case_30101,CV-759031-26/RI,2,2,2,2,0,0,
case_30102,CV-759047-26/RI,3,3,3,3,0,0,
case_30103,CV-759048-26/RI,3,3,3,3,0,0,
case_30104,CV-759049-26/RI,3,3,3,3,0,0,
case_30105,CV-759075-26/RI,5,5,5,5,0,0,
case_30106,CV-759076-26/RI,3,3,3,3,0,0,
case_30107,CV-759077-26/RI,2,2,2,2,0,0,
case_30108,CV-759078-26/RI,2,2,2,2,0,0,
case_30109,CV-759079-26/RI,4,4,4,4,0,0,
case_30110,CV-759085-26/RI,2,2,2,2,0,0,
case_30111,CV-759086-26/RI,2,2,2,2,0,0,
case_30112,CV-769596-26/RI,1,1,1,1,0,0,
case_30113,CV-769597-26/RI,1,1,1,1,0,0,
case_30114,CV-769598-26/RI,1,1,1,1,0,0,
case_30115,CV-769599-26/RI,1,1,1,1,0,0,
case_30116,CV-769600-26/RI,1,1,1,1,0,0,
case_30117,CV-769601-26/RI,1,1,1,1,0,0,
case_30118,CV-770575-25/KI,5,5,5,5,0,0,
case_30119,CV-772570-26/RI,1,1,1,1,0,0,
case_30120,CV-772571-26/RI,1,1,1,1,0,0,
case_30121,CV-772760-26/RI,1,1,1,1,0,0,
case_30122,CV-772761-26/RI,1,1,1,1,0,0,
case_30232,Not Assigned,1,1,1,1,0,0,
case_30233,Not Assigned,1,1,1,1,0,0,
case_30234,Not Assigned,1,1,1,1,0,0,
case_30235,Not Assigned,1,1,1,1,0,0,
case_30236,Not Assigned,1,1,1,1,0,0,
case_30237,Not Assigned,1,1,1,1,0,0,
case_30238,Not Assigned,1,1,1,1,0,0,
case_30239,Not Assigned,1,1,1,1,0,0,
case_30240,Not Assigned,1,1,1,1,0,0,
case_30241,Not Assigned,1,1,1,1,0,0,
case_30242,Not Assigned,1,1,1,1,0,0,
case_30243,Not Assigned,1,1,1,1,0,0,
case_30244,Not Assigned,1,1,1,1,0,0,
case_30245,Not Assigned,1,1,1,1,0,0,
case_30246,Not Assigned,1,1,1,1,0,0,
case_30247,Not Assigned,1,1,1,1,0,0,
case_30248,Not Assigned,1,1,1,1,0,0,
case_30249,Not Assigned,1,1,1,1,0,0,
case_30250,Not Assigned,1,1,1,1,0,0,
case_30251,Not Assigned,1,1,1,1,0,0,
case_30252,Not Assigned,1,1,1,1,0,0,
case_30253,Not Assigned,1,1,1,1,0,0,
case_30254,Not Assigned,1,1,1,1,0,0,
case_30255,Not Assigned,1,1,1,1,0,0,
case_30256,Not Assigned,1,1,1,1,0,0,
case_30257,Not Assigned,1,1,1,1,0,0,
case_30258,Not Assigned,1,1,1,1,0,0,
case_30259,Not Assigned,1,1,1,1,0,0,
case_30260,Not Assigned,1,1,1,1,0,0,
case_30261,Not Assigned,1,1,1,1,0,0,
case_30262,Not Assigned,1,1,1,1,0,0,
case_30263,Not Assigned,1,1,1,1,0,0,
case_30264,Not Assigned,1,1,1,1,0,0,
case_30265,Not Assigned,1,1,1,1,0,0,
case_30266,Not Assigned,1,1,1,1,0,0,
case_30267,Not Assigned,1,1,1,1,0,0,
case_30268,Not Assigned,1,1,1,1,0,0,
case_30269,Not Assigned,1,1,1,1,0,0,
case_30270,Not Assigned,1,1,1,1,0,0,
case_30271,Not Assigned,1,1,1,1,0,0,
case_30272,Not Assigned,1,1,1,1,0,0,
case_30273,Not Assigned,2,2,2,2,0,0,
case_30274,Not Assigned,2,2,2,2,0,0,
case_30275,Not Assigned,2,2,2,2,0,0,
case_30276,Not Assigned,2,2,2,2,0,0,
case_30277,Not Assigned,2,2,2,2,0,0,
case_30278,Not Assigned,2,2,2,2,0,0,
case_30279,Not Assigned,2,2,2,2,0,0,
case_30280,Not Assigned,2,2,2,2,0,0,
case_30281,Not Assigned,2,2,2,2,0,0,
case_30282,Not Assigned,2,2,2,2,0,0,
case_30283,Not Assigned,2,2,2,2,0,0,
case_30284,Not Assigned,2,2,2,2,0,0,
case_30285,Not Assigned,2,2,2,2,0,0,
case_30286,Not Assigned,2,2,2,2,0,0,
case_30287,Not Assigned,2,2,2,2,0,0,
case_30288,Not Assigned,2,2,2,2,0,0,
case_30292,Not Assigned,2,2,2,2,0,0,
case_30295,Not Assigned,2,2,2,2,0,0,
case_30296,Not Assigned,2,2,2,2,1,1,
case_30421,607438/2015,22,22,22,22,16,16,
case_30444,615225/2025,69,69,69,69,40,40,
case_30536,CV-003222-25/HU,3,3,3,3,1,1,
case_30537,CV-003273-25/HU,3,3,3,3,0,0,
case_30538,CV-003299-26/HU,2,2,2,2,0,0,
case_30539,CV-003300-26/HU,2,2,2,2,1,1,
case_30540,CV-003898-26/HU,2,2,2,2,1,1,
case_30547,CV-004191-25/BA,2,2,2,2,1,1,
case_30556,CV-005328-26/SM,2,2,2,2,1,1,
case_30557,CV-005329-26/SM,2,2,2,2,1,1,
case_30558,CV-005330-26/SM,2,2,2,2,1,1,
case_30559,CV-005331-26/SM,2,2,2,2,1,1,
case_30561,CV-005334-26/SM,2,2,2,2,0,0,
case_30562,CV-005335-26/SM,2,2,2,2,1,1,
case_30583,CV-011283-25/BA,2,2,2,2,0,0,
case_30584,CV-011699-24/HU,2,2,2,2,1,1,
case_30585,CV-012312-24/HU,2,2,2,2,0,0,
case_30586,CV-012747-25/BA,2,2,2,2,0,0,
case_30587,CV-013602-24/HU,2,2,2,2,0,0,
case_30588,CV-013720-24/HU,2,2,2,2,1,1,
case_30589,CV-014183-24/HU,2,2,2,2,1,1,
case_30590,CV-014184-24/HU,2,2,2,2,0,0,
case_30591,CV-014730-24/HU,2,2,2,2,0,0,
case_30592,CV-014794-24/HU,2,2,2,2,0,0,
case_30593,CV-015938-24/HU,2,2,2,2,0,0,
case_30594,CV-015939-24/HU,2,2,2,2,0,0,
case_30595,CV-700002-26/KI,5,5,5,5,0,0,
case_30596,CV-700032-24/QU,12,12,12,12,0,0,
case_30597,CV-700049-24/NY,8,8,8,8,0,0,
case_30598,CV-700090-24/BX,14,14,14,14,0,0,
case_30599,CV-700666-24/NY,22,22,22,22,0,0,
case_30600,CV-700680-25/NY,2,2,2,2,0,0,
case_30601,CV-700682-25/NY,5,5,5,5,0,0,
case_30602,CV-700811-24/BX,5,5,5,5,0,0,
case_30603,CV-700841-25/QU,2,2,2,2,0,0,
case_30604,CV-700846-26/NY,11,11,11,11,0,0,
case_30605,CV-701025-26/NY,2,2,2,2,0,0,
case_30606,CV-701226-26/NY,11,11,11,11,2,2,
case_30607,CV-701369-24/BX,11,11,11,11,4,4,
case_30608,CV-701446-25/NY,6,6,6,6,1,1,
case_30609,CV-701539-24/BX,26,26,26,26,0,0,
case_30610,CV-701664-25/NY,5,5,5,5,0,0,
case_30611,CV-701672-25/BX,2,2,2,2,0,0,
case_30612,CV-701766-26/NY,3,3,3,3,0,0,
case_30613,CV-701801-25/BX,5,5,5,5,0,0,
case_30614,CV-701826-24/NY,8,8,8,8,0,0,
case_30615,CV-702009-24/QU,2,2,2,2,0,0,
case_30616,CV-702181-25/RI,4,4,4,4,0,0,
case_30617,CV-702182-25/RI,5,5,5,5,0,0,
case_30618,CV-702184-25/RI,7,7,7,7,0,0,
case_30619,CV-702192-26/NY,5,5,5,5,0,0,
case_30620,CV-702253-26/QU,5,5,5,5,0,0,
case_30621,CV-702254-26/QU,5,5,5,5,0,0,
case_30622,CV-702255-26/QU,5,5,5,5,0,0,
case_30623,CV-702293-26/NY,5,5,5,5,0,0,
case_30624,CV-702420-24/BX,7,7,7,7,0,0,
case_30625,CV-702523-25/BX,4,4,4,4,0,0,
case_30626,CV-702530-26/QU,8,8,8,8,0,0,
